"AAPL","Apple Inc.",159.99,160.00,157.90,156.99,160.00
"GOOG","Alphabet Inc.",991.6100,991.8900,992.1000,989.6800,991.7682
"MSFT","Microsoft Corporation",77.5800,77.5900,77.4200,77.4900,77.5865
